ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,evolutionary_group
GO:0030832,regulation of actin filament length,5/62,157/18870,1.651412918370103e-4,0.015118147350505987,0.010970554929657792,BIN1/GSN/PFN1/LIMA1/SLIT2,5,Unicellular
GO:0006221,pyrimidine nucleotide biosynthetic process,3/62,33/18870,1.7177441271498746e-4,0.015118147350505987,0.010970554929657792,NME3/NME1/NME2,3,Unicellular
GO:0051101,regulation of DNA binding,4/62,85/18870,1.7528286783195348e-4,0.015118147350505987,0.010970554929657792,SOX11/GATA3/NME1/EP300,4,Unicellular
GO:0072527,pyrimidine-containing compound metabolic process,4/62,85/18870,1.7528286783195348e-4,0.015118147350505987,0.010970554929657792,RRM1/NME3/NME1/NME2,4,Unicellular
GO:0001667,ameboidal-type cell migration,8/62,497/18870,2.1230684491210412e-4,0.01650193080435032,0.011974703919556526,PFN1/GATA3/SLIT2/KLF4/TNS1/PTEN/JUP/ARHGDIB,8,Unicellular
GO:0051170,import into nucleus,5/62,166/18870,2.141013099192051e-4,0.01650193080435032,0.011974703919556526,TXNIP/HTATIP2/SYK/EP300/JUP,5,Unicellular
GO:0030336,negative regulation of cell migration,7/62,373/18870,2.152425757089172e-4,0.01650193080435032,0.011974703919556526,DPYSL3/CERS2/SLIT2/KLF4/PTEN/JUP/ARHGDIB,7,Unicellular
GO:0032970,regulation of actin filament-based process,7/62,379/18870,2.372311052452249e-4,0.017538156709200555,0.012726646134772028,BIN1/GSN/PFN1/LIMA1/RNH1/SLIT2/JUP,7,Unicellular
GO:0110053,regulation of actin filament organization,6/62,273/18870,0.00027059518334522083,0.018945056517740273,0.013747569616483785,BIN1/GSN/PFN1/LIMA1/RNH1/SLIT2,6,Unicellular
GO:1902903,regulation of supramolecular fiber organization,7/62,389/18870,2.778875195567099e-4,0.018945056517740273,0.013747569616483785,BIN1/GSN/PFN1/LIMA1/DRG1/RNH1/SLIT2,7,Unicellular
GO:0021955,central nervous system neuron axonogenesis,3/62,39/18870,2.8371823770528907e-4,0.018945056517740273,0.013747569616483785,EPHB3/SLIT2/PTEN,3,Unicellular
GO:0001953,negative regulation of cell-matrix adhesion,3/62,40/18870,3.0600605526139333e-4,0.01919492528457831,0.013928888065646197,POSTN/CDKN2A/PTEN,3,Unicellular
GO:2000677,regulation of transcription regulatory region DNA binding,3/62,40/18870,3.0600605526139333e-4,0.01919492528457831,0.013928888065646197,SOX11/GATA3/EP300,3,Unicellular
GO:0043388,positive regulation of DNA binding,3/62,41/18870,3.2939340598088507e-4,0.019481267153726632,0.014136673393525504,GATA3/NME1/EP300,3,Unicellular
GO:0060251,regulation of glial cell proliferation,3/62,41/18870,3.2939340598088507e-4,0.019481267153726632,0.014136673393525504,SOX11/DICER1/CERS2,3,Unicellular
GO:0072528,pyrimidine-containing compound biosynthetic process,3/62,43/18870,3.795575655366068e-4,0.02142089926302045,0.015544176581912119,NME3/NME1/NME2,3,Unicellular
GO:0010632,regulation of epithelial cell migration,6/62,295/18870,4.0908764419303283e-4,0.02142089926302045,0.015544176581912119,PFN1/GATA3/SLIT2/KLF4/PTEN/JUP,6,Unicellular
GO:0031345,negative regulation of cell projection organization,5/62,192/18870,4.1867371809505157e-4,0.02142089926302045,0.015544176581912119,CRMP1/DPYSL3/CERS2/SLIT2/PTEN,5,Unicellular
GO:0002347,response to tumor cell,3/62,45/18870,4.3438996539987016e-4,0.02142089926302045,0.015544176581912119,TXNIP/KLF4/DAPK1,3,Unicellular
GO:0014014,negative regulation of gliogenesis,3/62,45/18870,4.3438996539987016e-4,0.02142089926302045,0.015544176581912119,SOX11/DICER1/CERS2,3,Unicellular
GO:0018198,peptidyl-cysteine modification,3/62,45/18870,4.3438996539987016e-4,0.02142089926302045,0.015544176581912119,DMD/NOS2/ZDHHC2,3,Unicellular
GO:0043254,regulation of protein-containing complex assembly,7/62,419/18870,4.3462694156853085e-4,0.02142089926302045,0.015544176581912119,BIN1/GSN/PFN1/SYK/DRG1/SLIT2/EP300,7,Unicellular
GO:0008154,actin polymerization or depolymerization,5/62,196/18870,4.600079425474627e-4,0.022116282702469566,0.016048784854525336,BIN1/GSN/PFN1/LIMA1/SLIT2,5,Unicellular
GO:0014013,regulation of gliogenesis,4/62,110/18870,4.7010455985925645e-4,0.022116282702469566,0.016048784854525336,SOX11/BIN1/DICER1/CERS2,4,Unicellular
GO:0034504,protein localization to nucleus,6/62,310/18870,5.316167374643841e-4,0.022440284011975085,0.016283897932920646,TXNIP/MAGED1/SYK/TYK2/EP300/JUP,6,Unicellular
GO:0007623,circadian rhythm,5/62,204/18870,5.518397826182926e-4,0.022440284011975085,0.016283897932920646,MAGED1/NOS2/KLF10/EP300/PTEN,5,Unicellular
GO:0032271,regulation of protein polymerization,5/62,204/18870,5.518397826182926e-4,0.022440284011975085,0.016283897932920646,BIN1/GSN/PFN1/DRG1/SLIT2,5,Unicellular
GO:0031400,negative regulation of protein modification process,7/62,437/18870,5.583627371649113e-4,0.022440284011975085,0.016283897932920646,SENP2/DMD/SET/IVNS1ABP/SLIT2/CDKN2A/PTEN,7,Unicellular
GO:0031648,protein destabilization,3/62,49/18870,5.587569646767576e-4,0.022440284011975085,0.016283897932920646,GSN/SENP2/EP300,3,Unicellular
GO:0010624,regulation of Schwann cell proliferation,2/62,11/18870,5.731599579039046e-4,0.022440284011975085,0.016283897932920646,DICER1/CERS2,2,Unicellular
GO:0014010,Schwann cell proliferation,2/62,11/18870,5.731599579039046e-4,0.022440284011975085,0.016283897932920646,DICER1/CERS2,2,Unicellular
GO:0051709,regulation of killing of cells of another organism,2/62,11/18870,5.731599579039046e-4,0.022440284011975085,0.016283897932920646,SYK/NOS2,2,Unicellular
GO:0010633,negative regulation of epithelial cell migration,4/62,116/18870,5.745579964418742e-4,0.022440284011975085,0.016283897932920646,SLIT2/KLF4/PTEN/JUP,4,Unicellular
GO:0010720,positive regulation of cell development,7/62,444/18870,6.13466450008651e-4,0.02351621391699829,0.017064651543125635,SOX11/BIN1/GATA3/DICER1/SYK/SLIT2/KLF10,7,Unicellular
GO:0071346,cellular response to type II interferon,4/62,120/18870,6.52745059963975e-4,0.02456695043864415,0.017827123455858226,GSN/TYK2/NOS2/DAPK1,4,Unicellular
GO:0009612,response to mechanical stimulus,5/62,213/18870,6.709387419402698e-4,0.024800771353863545,0.017996796705803855,POSTN/TXNIP/GSN/DMD/JUP,5,Unicellular
GO:0098911,regulation of ventricular cardiac muscle cell action potential,2/62,12/18870,6.863368086328334e-4,0.024924863050350268,0.018086844430638106,BIN1/JUP,2,Unicellular
GO:0006220,pyrimidine nucleotide metabolic process,3/62,54/18870,7.435163710742641e-4,0.026535842898684946,0.01925585955577087,NME3/NME1/NME2,3,Unicellular
GO:0001952,regulation of cell-matrix adhesion,4/62,125/18870,7.607408553438021e-4,0.026690399501045257,0.019368014283240066,POSTN/CDKN2A/PTEN/JUP,4,Unicellular
GO:0002357,defense response to tumor cell,2/62,13/18870,8.094096365622831e-4,0.027026192272432425,0.019611683891564237,KLF4/DAPK1,2,Unicellular
GO:1903909,regulation of receptor clustering,2/62,13/18870,8.094096365622831e-4,0.027026192272432425,0.019611683891564237,GSN/ZDHHC2,2,Unicellular
GO:0051960,regulation of nervous system development,7/62,466/18870,8.154115543122735e-4,0.027026192272432425,0.019611683891564237,SOX11/BIN1/DICER1/CERS2/EPHB3/SLIT2/PTEN,7,Unicellular
GO:0032956,regulation of actin cytoskeleton organization,6/62,337/18870,8.225362865522912e-4,0.027026192272432425,0.019611683891564237,BIN1/GSN/PFN1/LIMA1/RNH1/SLIT2,6,Unicellular
GO:0006475,internal protein amino acid acetylation,3/62,58/18870,9.163354180461869e-4,0.029637723677431355,0.021506753972893235,SET/NAA10/EP300,3,Unicellular
GO:0014009,glial cell proliferation,3/62,59/18870,9.631751594852791e-4,0.030673424309761964,0.022258315021627423,SOX11/DICER1/CERS2,3,Unicellular
GO:0007411,axon guidance,5/62,233/18870,0.0010036794748069066,0.03100920168433279,0.0225019734571792,LMX1A/GATA3/EPHB3/EPHB6/SLIT2,5,Unicellular
GO:0097485,neuron projection guidance,5/62,233/18870,0.0010036794748069066,0.03100920168433279,0.0225019734571792,LMX1A/GATA3/EPHB3/EPHB6/SLIT2,5,Unicellular
GO:0030833,regulation of actin filament polymerization,4/62,136/18870,0.0010418358432768677,0.03171470875857524,0.023013927993128333,BIN1/GSN/PFN1/SLIT2,4,Unicellular
GO:0033599,regulation of mammary gland epithelial cell proliferation,2/62,15/18870,0.00108498696796812,0.0325496090390436,0.02361977731945854,GATA3/KDM5B,2,Unicellular
GO:0007264,small GTPase mediated signal transduction,7/62,491/18870,0.0011053833802268018,0.03268776567242114,0.023720031332084907,RND3/RHOBTB2/SLIT2/CDKN2A/FBXO8/ARHGDIB/ARHGDIA,7,Unicellular
GO:0060048,cardiac muscle contraction,4/62,139/18870,0.0011296460091621103,0.03293474984458547,0.023899256561517146,BIN1/GSN/DMD/JUP,4,Unicellular
GO:0006474,N-terminal protein amino acid acetylation,2/62,16/18870,0.001237364099321414,0.03372870250962966,0.024475392057585317,NAA10/EP300,2,Unicellular
GO:0017014,protein nitrosylation,2/62,16/18870,0.001237364099321414,0.03372870250962966,0.024475392057585317,DMD/NOS2,2,Unicellular
GO:0018119,peptidyl-cysteine S-nitrosylation,2/62,16/18870,0.001237364099321414,0.03372870250962966,0.024475392057585317,DMD/NOS2,2,Unicellular
GO:0032930,positive regulation of superoxide anion generation,2/62,16/18870,0.001237364099321414,0.03372870250962966,0.024475392057585317,GNAI2/SYK,2,Unicellular
GO:0034341,response to type II interferon,4/62,143/18870,0.0012546425571214896,0.03372870250962966,0.024475392057585317,GSN/TYK2/NOS2/DAPK1,4,Unicellular
GO:1900180,regulation of protein localization to nucleus,4/62,143/18870,0.0012546425571214896,0.03372870250962966,0.024475392057585317,MAGED1/TYK2/EP300/JUP,4,Unicellular
GO:0010812,negative regulation of cell-substrate adhesion,3/62,65/18870,0.0012761677786087505,0.033867529509232226,0.024576132524624657,POSTN/CDKN2A/PTEN,3,Unicellular
GO:0032535,regulation of cellular component size,6/62,370/18870,0.0013303973884355525,0.03448478207814048,0.02502404476252554,BIN1/GSN/PFN1/LIMA1/SLIT2/PTEN,6,Unicellular
GO:0030837,negative regulation of actin filament polymerization,3/62,66/18870,0.0013338249617560643,0.03448478207814048,0.02502404476252554,GSN/PFN1/SLIT2,3,Unicellular
GO:0010631,epithelial cell migration,6/62,372/18870,0.0013674839427113329,0.03448478207814048,0.02502404476252554,PFN1/GATA3/SLIT2/KLF4/PTEN/JUP,6,Unicellular
GO:0031333,negative regulation of protein-containing complex assembly,4/62,147/18870,0.0013890242506042656,0.03448478207814048,0.02502404476252554,GSN/PFN1/SLIT2/EP300,4,Unicellular
GO:0043543,protein acylation,4/62,147/18870,0.0013890242506042656,0.03448478207814048,0.02502404476252554,SET/NAA10/ZDHHC2/EP300,4,Unicellular
GO:0043923,positive regulation by host of viral transcription,2/62,17/18870,0.0013993824611419326,0.03448478207814048,0.02502404476252554,EP300/RRP1B,2,Unicellular
GO:0090132,epithelium migration,6/62,375/18870,0.0014245929484353386,0.034693028273660595,0.02517515959649818,PFN1/GATA3/SLIT2/KLF4/PTEN/JUP,6,Unicellular
GO:0050768,negative regulation of neurogenesis,4/62,149/18870,0.0014598495246832296,0.035138238559235875,0.025498228540060817,SOX11/DICER1/CERS2/PTEN,4,Unicellular
GO:0003015,heart process,5/62,255/18870,0.0014970845014663087,0.03562028641419838,0.02584802883959374,BIN1/GNAI2/GSN/DMD/JUP,5,Unicellular
GO:0090130,tissue migration,6/62,380/18870,0.0015238114127148884,0.03584420027636158,0.02601051298976251,PFN1/GATA3/SLIT2/KLF4/PTEN/JUP,6,Unicellular
GO:0051098,regulation of binding,5/62,262/18870,0.001686214052924955,0.0385832900254846,0.027998146385134263,SOX11/GATA3/CRMP1/NME1/EP300,5,Unicellular
GO:0051961,negative regulation of nervous system development,4/62,155/18870,0.0016874133233597862,0.0385832900254846,0.027998146385134263,SOX11/DICER1/CERS2/PTEN,4,Unicellular
GO:0006801,superoxide metabolic process,3/62,72/18870,0.0017142696728608855,0.0385832900254846,0.027998146385134263,GNAI2/SYK/NOS2,3,Unicellular
GO:0050767,regulation of neurogenesis,6/62,390/18870,0.0017380174618999373,0.0385832900254846,0.027998146385134263,SOX11/BIN1/DICER1/CERS2/SLIT2/PTEN,6,Unicellular
GO:0032928,regulation of superoxide anion generation,2/62,19/18870,0.0017520914311089624,0.0385832900254846,0.027998146385134263,GNAI2/SYK,2,Unicellular
GO:0035821,modulation of process of another organism,2/62,19/18870,0.0017520914311089624,0.0385832900254846,0.027998146385134263,SYK/NOS2,2,Unicellular
GO:0003281,ventricular septum development,3/62,74/18870,0.001854618364825361,0.040411158054615766,0.029324547441615407,SOX11/GATA3/SLIT2,3,Unicellular
GO:0006606,protein import into nucleus,4/62,161/18870,0.0019385674919532748,0.04103367464001866,0.029776279537913366,TXNIP/SYK/EP300/JUP,4,Unicellular
GO:0072567,chemokine (C-X-C motif) ligand 2 production,2/62,20/18870,0.0019426570602520913,0.04103367464001866,0.029776279537913366,POSTN/KLF4,2,Unicellular
GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,2/62,20/18870,0.0019426570602520913,0.04103367464001866,0.029776279537913366,POSTN/KLF4,2,Unicellular
GO:0086001,cardiac muscle cell action potential,3/62,76/18870,0.002001943318182278,0.04114868382243256,0.02985973649357298,BIN1/DMD/JUP,3,Unicellular
GO:0086003,cardiac muscle cell contraction,3/62,76/18870,0.002001943318182278,0.04114868382243256,0.02985973649357298,BIN1/GSN/JUP,3,Unicellular
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,4/62,163/18870,0.0020277397290556776,0.04114868382243256,0.02985973649357298,GSN/SYK/KLF4/DAPK1,4,Unicellular
GO:0051494,negative regulation of cytoskeleton organization,4/62,163/18870,0.0020277397290556776,0.04114868382243256,0.02985973649357298,GSN/PFN1/LIMA1/SLIT2,4,Unicellular
GO:0021537,telencephalon development,5/62,276/18870,0.002116456919419015,0.04114868382243256,0.02985973649357298,PAX5/LMX1A/EPHB3/SLIT2/PTEN,5,Unicellular
GO:0051090,regulation of DNA-binding transcription factor activity,6/62,406/18870,0.0021275560109649256,0.04114868382243256,0.02985973649357298,SYK/CDKN2A/KLF4/EP300/PTEN/JUP,6,Unicellular
GO:0030900,forebrain development,6/62,407/18870,0.0021539264395284436,0.04114868382243256,0.02985973649357298,PAX5/LMX1A/RRM1/EPHB3/SLIT2/PTEN,6,Unicellular
GO:0045786,negative regulation of cell cycle,6/62,407/18870,0.0021539264395284436,0.04114868382243256,0.02985973649357298,GATA3/FOXO4/NAA10/CDKN2A/KLF4/PTEN,6,Unicellular
GO:0050678,regulation of epithelial cell proliferation,6/62,407/18870,0.0021539264395284436,0.04114868382243256,0.02985973649357298,SOX11/MAGED1/GATA3/KDM5B/NME1/NME2,6,Unicellular
GO:0055117,regulation of cardiac muscle contraction,3/62,78/18870,0.002156365345279796,0.04114868382243256,0.02985973649357298,BIN1/DMD/JUP,3,Unicellular
GO:0007519,skeletal muscle tissue development,4/62,166/18870,0.0021667664428237435,0.04114868382243256,0.02985973649357298,PAX5/SOX11/DMD/EP300,4,Unicellular
GO:0030041,actin filament polymerization,4/62,167/18870,0.002214536014200021,0.041298104048594984,0.029968163985428453,BIN1/GSN/PFN1/SLIT2,4,Unicellular
GO:1902904,negative regulation of supramolecular fiber organization,4/62,167/18870,0.002214536014200021,0.041298104048594984,0.029968163985428453,GSN/PFN1/LIMA1/SLIT2,4,Unicellular
GO:0032272,negative regulation of protein polymerization,3/62,80/18870,0.002318002113377505,0.042519688684235155,0.030854612637886376,GSN/PFN1/SLIT2,3,Unicellular
GO:0048485,sympathetic nervous system development,2/62,22/18870,0.0023519003771000245,0.042519688684235155,0.030854612637886376,SOX11/GATA3,2,Unicellular
GO:2000679,positive regulation of transcription regulatory region DNA binding,2/62,22/18870,0.0023519003771000245,0.042519688684235155,0.030854612637886376,GATA3/EP300,2,Unicellular
GO:0007009,plasma membrane organization,4/62,170/18870,0.002362204926901953,0.042519688684235155,0.030854612637886376,BIN1/GSN/PTEN/VMP1,4,Unicellular
GO:0051258,protein polymerization,5/62,286/18870,0.0024694709813048734,0.04325887438712475,0.03139100622955862,BIN1/GSN/PFN1/DRG1/SLIT2,5,Unicellular
GO:0052548,regulation of endopeptidase activity,5/62,288/18870,0.0025449194353508865,0.04325887438712475,0.03139100622955862,BIN1/GSN/SYK/KLF4/DAPK1,5,Unicellular
GO:0002223,stimulatory C-type lectin receptor signaling pathway,2/62,23/18870,0.002570454854887123,0.04325887438712475,0.03139100622955862,SYK/EP300,2,Unicellular
GO:0021542,dentate gyrus development,2/62,23/18870,0.002570454854887123,0.04325887438712475,0.03139100622955862,LMX1A/PTEN,2,Unicellular
GO:0031290,retinal ganglion cell axon guidance,2/62,23/18870,0.002570454854887123,0.04325887438712475,0.03139100622955862,EPHB3/SLIT2,2,Unicellular
GO:0060065,uterus development,2/62,23/18870,0.002570454854887123,0.04325887438712475,0.03139100622955862,GATA3/KDM5B,2,Unicellular
GO:1990840,response to lectin,2/62,23/18870,0.002570454854887123,0.04325887438712475,0.03139100622955862,SYK/EP300,2,Unicellular
GO:1990858,cellular response to lectin,2/62,23/18870,0.002570454854887123,0.04325887438712475,0.03139100622955862,SYK/EP300,2,Unicellular
GO:0051962,positive regulation of nervous system development,5/62,290/18870,0.0026220328830521764,0.043439974319085146,0.03152242224934377,SOX11/BIN1/DICER1/EPHB3/SLIT2,5,Unicellular
GO:1902905,positive regulation of supramolecular fiber organization,4/62,175/18870,0.0026231868550172194,0.043439974319085146,0.03152242224934377,BIN1/GSN/PFN1/DRG1,4,Unicellular
GO:0048678,response to axon injury,3/62,84/18870,0.002663375070318206,0.043755447583799095,0.031751346911813534,DPYSL3/CERS2/KLF4,3,Unicellular
GO:0032414,positive regulation of ion transmembrane transporter activity,3/62,85/18870,0.002754402833823798,0.043881118091673665,0.031842540308577846,DMD/LRRC26/VMP1,3,Unicellular
GO:0060538,skeletal muscle organ development,4/62,178/18870,0.002788938895315461,0.043881118091673665,0.031842540308577846,PAX5/SOX11/DMD/EP300,4,Unicellular
GO:0035902,response to immobilization stress,2/62,24/18870,0.0027982162261357122,0.043881118091673665,0.031842540308577846,FOXO4/CERS2,2,Unicellular
GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,2/62,24/18870,0.0027982162261357122,0.043881118091673665,0.031842540308577846,CDKN2A/PTEN,2,Unicellular
GO:1904030,negative regulation of cyclin-dependent protein kinase activity,2/62,24/18870,0.0027982162261357122,0.043881118091673665,0.031842540308577846,CDKN2A/PTEN,2,Unicellular
GO:2000114,regulation of establishment of cell polarity,2/62,24/18870,0.0027982162261357122,0.043881118091673665,0.031842540308577846,GSN/GATA3,2,Unicellular
GO:0009165,nucleotide biosynthetic process,5/62,295/18870,0.0028222412137274846,0.04392510761214957,0.031874461511587814,RRM1/NOS2/NME3/NME1/NME2,5,Unicellular
GO:1901293,nucleoside phosphate biosynthetic process,5/62,297/18870,0.002905350637892214,0.044881162839081216,0.03256822749624658,RRM1/NOS2/NME3/NME1/NME2,5,Unicellular
GO:0021953,central nervous system neuron differentiation,4/62,181/18870,0.0029617435689853495,0.04541340139110869,0.03295444891182919,LMX1A/EPHB3/SLIT2/PTEN,4,Unicellular
GO:0035994,response to muscle stretch,2/62,25/18870,0.0030351236148253202,0.04579870942711274,0.033234049505461424,GSN/DMD,2,Unicellular
GO:0046641,positive regulation of alpha-beta T cell proliferation,2/62,25/18870,0.0030351236148253202,0.04579870942711274,0.033234049505461424,SYK/TYK2,2,Unicellular
GO:2000045,regulation of G1/S transition of mitotic cell cycle,4/62,183/18870,0.003080937130059317,0.04579870942711274,0.033234049505461424,RRM1/CDKN2A/KLF4/PTEN,4,Unicellular
GO:0002088,lens development in camera-type eye,3/62,89/18870,0.0031376504329646902,0.04579870942711274,0.033234049505461424,SOX11/GATA3/KDM5B,3,Unicellular
GO:0014910,regulation of smooth muscle cell migration,3/62,89/18870,0.0031376504329646902,0.04579870942711274,0.033234049505461424,POSTN/FOXO4/SLIT2,3,Unicellular
GO:0021954,central nervous system neuron development,3/62,89/18870,0.0031376504329646902,0.04579870942711274,0.033234049505461424,EPHB3/SLIT2/PTEN,3,Unicellular
GO:0051495,positive regulation of cytoskeleton organization,4/62,184/18870,0.0031417472167391347,0.04579870942711274,0.033234049505461424,BIN1/GSN/PFN1/DRG1,4,Unicellular
GO:0048608,reproductive structure development,5/62,305/18870,0.0032556162219111147,0.046840765648956714,0.033990222517702125,GATA3/RRM1/KDM5B/IDH1/SLIT2,5,Unicellular
GO:0006941,striated muscle contraction,4/62,186/18870,0.003265820805461423,0.046840765648956714,0.033990222517702125,BIN1/GSN/DMD/JUP,4,Unicellular
GO:0033598,mammary gland epithelial cell proliferation,2/62,26/18870,0.0032811164343472094,0.046840765648956714,0.033990222517702125,GATA3/KDM5B,2,Unicellular
GO:0032273,positive regulation of protein polymerization,3/62,91/18870,0.0033409350241215587,0.047368051369394704,0.03437284988768179,BIN1/PFN1/DRG1,3,Unicellular
GO:0061458,reproductive system development,5/62,309/18870,0.003441746067923989,0.04846540381362351,0.03516914886450077,GATA3/RRM1/KDM5B/IDH1/SLIT2,5,Unicellular
GO:0007409,axonogenesis,6/62,448/18870,0.0034651738192151235,0.04846560679577909,0.03516929615945932,LMX1A/GATA3/EPHB3/EPHB6/SLIT2/PTEN,6,Unicellular
GO:0032753,positive regulation of interleukin-4 production,2/62,27/18870,0.0035361343863093775,0.04857822821902817,0.035251020426419116,GATA3/SYK,2,Unicellular
GO:0032878,regulation of establishment or maintenance of cell polarity,2/62,27/18870,0.0035361343863093775,0.04857822821902817,0.035251020426419116,GSN/GATA3,2,Unicellular
GO:1900182,positive regulation of protein localization to nucleus,3/62,93/18870,0.00355212542032774,0.04857822821902817,0.035251020426419116,TYK2/EP300/JUP,3,Unicellular
GO:0052547,regulation of peptidase activity,5/62,312/18870,0.0035862954387766714,0.04857822821902817,0.035251020426419116,BIN1/GSN/SYK/KLF4/DAPK1,5,Unicellular
GO:0021543,pallium development,4/62,191/18870,0.0035905646944499083,0.04857822821902817,0.035251020426419116,PAX5/LMX1A/SLIT2/PTEN,4,Unicellular
GO:0009791,post-embryonic development,3/62,94/18870,0.0036607152179494863,0.048888261297777014,0.035475997392284665,GATA3/KDM5B/KLF4,3,Unicellular
GO:0032411,positive regulation of transporter activity,3/62,94/18870,0.0036607152179494863,0.048888261297777014,0.035475997392284665,DMD/LRRC26/VMP1,3,Unicellular
